[Header]
; VSM Data File (default extension .dat)
; Copyright (c) 2003-2013, Quantum Design, Inc. All rights reserved.
TITLE,
FILEOPENTIME,3991458662.70676,06/24/2026,10:30 am
BYAPP,VSM,1.0,1.0
INFO,DYNACOOL VSM Option Release 1.4.10 Build 1,APPNAME
INFO,Quantum Design Linear Motor Servo Controller,MOTOR_MODULE_NAME
INFO,3101-100 N4,MOTOR_HW_VERSION
INFO,MMC1372,MOTOR_SERIAL_NUMBER
INFO,SRV No X-over 01.03.11,MOTOR_SOFTWARE_VERSION
INFO,Quantum Design VSM Detection Module,VSM_MODULE_NAME
INFO,3101-150 F0,VSM_HW_VERSION
INFO,VSM914,VSM_SERIAL_NUMBER
INFO,VSM No X-over 01.02.05 May 20 2008 13:51:47,VSM_SOFTWARE_VERSION
INFO,880,PREAMP_SERIAL_NUMBER
INFO,1010,COIL_SERIAL_NUMBER
INFO,0,MOMENT_UNITS
INFO,,SAMPLE_MATERIAL
INFO,,SAMPLE_COMMENT
INFO,,SAMPLE_MASS
INFO,,SAMPLE_VOLUME
INFO,,SAMPLE_MOLECULAR_WEIGHT
INFO,,SAMPLE_SIZE
INFO,,SAMPLE_SHAPE
DATATYPE,COMMENT,1
DATATYPE,TIME,2
STARTUPAXIS,X,2
STARTUPAXIS,Y1,5
[Data]
Comment,Time Stamp (sec),Temperature (K),Magnetic Field (Oe),Moment (emu),M. Std. Err. (emu),Transport Action,Averaging Time (sec),Frequency (Hz),Peak Amplitude (mm),Center Position (mm),Coil Signal' (mV),Coil Signal" (mV),Range (mV),M. Quad. Signal (emu),M. Raw' (emu),M. Raw" (emu),Min. Temperature (K),Max. Temperature (K),Min. Field (Oe),Max. Field (Oe),Mass (grams),Motor Lag (deg),Pressure (Torr),VSM Status (code),Motor Status (code),Measure Status (code),Measure Count,System Temp. (K),Temp. Status (code),Field Status (code),Chamber Status (code),Motor Current (amps),Motor Heatsink Temp. (C),Map 01,Map 02,Map 03,Map 04,Map 05,Map 06,Map 07,Map 08,Map 09,Map 10,Map 11,Map 12,Map 13,Map 14,Map 15,Map 16
,3991458694.429,2.49804735183716,603.838806152344,0.00140156727269029,7.23923646374734E-6,1,0.999253354069792,40.0298881530762,2.00067339335483,12.8600001335144,0.0140601293977679,0.00261871444729267,0.25,8.06774416886478E-6,0.00139176780028484,1.47937852654656E-5,2.49829864501953,2.49829864501953,565.123413085937,642.55419921875,47.3737229220627,18.2513306620927,3.6665050983429,0,0,0,40,2.48127126693726,1,6,1,2.0404052734375,39.1006851196289,,,,,,,,,,,,,,,,
,3991458695.548,2.49736654758453,684.44970703125,0.00155939497941339,7.17314205164312E-6,1,0.999253354069792,40.0298881530762,2.00070377680109,12.8499995917082,0.0156431780390171,0.00291650685739308,0.25,9.25389219073588E-6,0.0015484960614466,1.67417725096934E-5,2.4976487159729,2.4976487159729,663.619079589844,705.280334472656,47.5605321381589,18.2515056425518,3.66638135910034,0,0,0,40,2.481689453125,1,6,1,2.01522827148438,39.5894432067871,,,,,,,,,,,,,,,,
,3991458696.3965,2.49754333496094,743.750671386719,0.00171654445889092,7.20282500439503E-6,1,0.999253354069792,40.0298881530762,2.00057895081907,12.8499995917082,0.0172183705787107,0.00321185908706158,0.25,1.03425029836999E-5,0.00170455090058652,1.8589154980838E-5,2.49708437919617,2.49708437919617,705.280334472656,782.221008300781,47.7582841535243,18.2502472114927,3.66593027114868,0,0,0,40,2.48257446289062,1,6,1,2.03872680664062,40.0782012939453,,,,,,,,,,,,,,,,
,3991458697.5005,2.49841344356537,820.685546875,0.00187325564755481,7.16200337697558E-6,1,0.999253354069792,40.0298881530762,2.00057895081907,12.8499995917082,0.0187905595506898,0.00350409938768909,0.25,1.11798527056571E-5,0.00186017410066523,2.01877001291937E-5,2.49800229072571,2.49800229072571,796.208923339844,845.162170410156,47.3705964079858,18.2502472114927,3.66638922691345,0,0,0,40,2.48292660713196,1,6,1,2.01980590820313,40.5669593811035,,,,,,,,,,,,,,,,
,3991458698.367,2.49912202358246,880.169525146484,0.00203033904815998,7.14309708282878E-6,1,0.999253354069792,40.0298881530762,2.00057828115303,12.8499995917082,0.0203668428142092,0.00379497502115528,0.25,1.18148770136233E-5,0.00201616749635778,2.15866397170008E-5,2.49882459640503,2.49882459640503,845.162170410156,915.176879882813,47.4088962054281,18.2526963155029,3.66628861427307,0,0,0,40,2.48391127586365,1,6,1,2.01629638671875,40.5669593811035,,,,,,,,,,,,,,,,
,3991458699.3615,2.49947357177734,953.694061279297,0.00218738013464903,7.15246502621352E-6,1,0.999253354069792,40.0298881530762,2.00057828115303,12.8499995917082,0.0219418824247986,0.00409048621972145,0.25,1.29158473583688E-5,0.00217211897141631,2.34508429201949E-5,2.49941945075989,2.49941945075989,922.288269042969,985.099853515625,47.8403551480435,18.2526963155029,3.66660690307617,0,0,0,40,2.48416042327881,1,6,1,2.01522827148438,41.055721282959,,,,,,,,,,,,,,,,
,3991458700.371,2.49984061717987,1019.46496582031,0.00234391574344856,7.17619615909411E-6,1,0.999253354069792,40.0298881530762,2.00043637249272,12.8499995917082,0.0235100448015793,0.00438604474890404,0.25,1.41415541204626E-5,0.00232756820776881,2.54368430177113E-5,2.4995276927948,2.4995276927948,985.099853515625,1053.830078125,47.4417246032358,18.2521564844712,3.66675424575806,0,0,0,40,2.48436975479126,1,6,1,2.01583862304687,40.0782012939453,,,,,,,,,,,,,,,,
,3991458701.526,2.49989104270935,1097.87103271484,0.00249478673623421,7.17708290533732E-6,1,0.999253354069792,40.0298881530762,2.00045963693425,12.8499995917082,0.0250223132244276,0.00467605123041717,0.25,1.57998663554629E-5,0.00247739262320674,2.78278990147761E-5,2.50009298324585,2.50009298324585,1073.66149902344,1122.08056640625,47.3432394098127,18.2504267632209,3.66641688346863,0,0,0,40,2.48421239852905,1,6,1,2.01614379882813,36.6568908691406,,,,,,,,,,,,,,,,
,3991458702.469,2.50006520748138,1163.82843017578,0.00265079287789501,7.06949388418383E-6,1,0.999253354069792,40.0298881530762,2.00044928122861,12.8499995917082,0.0265880773149888,0.00496239441267077,0.25,1.61750028680062E-5,0.00263232247510596,2.89692936247409E-5,2.49968910217285,2.49968910217285,1136.02563476562,1191.63122558594,47.5613137666781,18.2540514764532,3.66685009002686,0,0,0,40,2.48528695106506,1,6,1,2.01400756835938,40.0782012939453,,,,,,,,,,,,,,,,
,3991458703.514,2.5003913640976,1235.84783935547,0.00279102409446851,6.81416779567511E-6,1,0.999253354069792,40.0298881530762,2.00044031089535,12.8499995917082,0.0279770202198,0.00532245015626602,0.25,2.6733232525008E-5,0.00277153911207617,4.01485355159173E-5,2.50044131278992,2.50044131278992,1212.47668457031,1259.21899414062,47.4487592599089,18.2513211445146,3.66696548461914,0,0,0,40,2.48518109321594,1,6,1,2.03231811523438,41.055721282959,,,,,,,,,,,,,,,,
,3991458704.5285,2.50092005729675,1307.49951171875,0.00297624737013309,5.19313068243655E-6,1,0.999253354069792,40.0298881530762,2.00048816442688,12.8600001335144,0.0298712543652129,0.00547182752938832,0.25,8.18046096052466E-6,0.00295557892335269,2.26392660660247E-5,2.50072574615479,2.50072574615479,1279.15747070312,1335.84155273438,47.1337629666588,18.25185782411,3.66707992553711,0,0,0,40,2.48502683639526,1,6,1,2.01370239257813,41.5444793701172,,,,,,,,,,,,,,,,
,3991458705.559,2.50085163116455,1374.02044677734,,,1,0.999253354069792,40.0298881530762,2.00034957235602,12.8600001335144,0.0297686173315105,0.00562000865927387,0.25,,,,2.50112962722778,2.50112962722778,1355.88720703125,1392.15368652344,47.523795597755,18.2503194314744,3.66686058044434,1,0,,40,2.48395156860352,1,6,1,2.0361328125,41.5444793701172,,,,,,,,,,,,,,,,
,3991458708.466,2.49987292289734,1582.16589355469,0.00340860734206735,7.25693914705523E-6,1,0.999253354069792,40.0298881530762,2.00032721051129,12.8600001335144,0.0341836418015966,0.00636021720243209,2.5,1.88067824811116E-5,0.00338493791710012,3.5355777222906E-5,2.49987292289734,2.49987292289734,1582.16589355469,1582.16589355469,47.249443987505,18.2515607302832,3.66753435134888,0,0,0,40,2.48216581344604,1,6,1,2.03384399414062,42.5219955444336,,,,,,,,,,,,,,,,
,3991458711.0615,2.49836277961731,1752.23107910156,0.00388308306844713,2.15106067965949E-5,1,0.999253354069792,40.0298881530762,2.00020663594798,12.8499995917082,0.0389552718686162,0.00721143710481992,0.25,1.78587893666309E-5,0.00385617095158202,3.67759619591431E-5,2.49836277961731,2.49836277961731,1752.23107910156,1752.23107910156,47.533956768505,18.2544436509329,3.66594529151916,0,0,0,40,2.48216581344604,1,6,1,2.01629638671875,41.055721282959,,,,,,,,,,,,,,,,
,3991458711.478,2.49821865558624,1788.51965332031,0.00402403931989862,4.51427636990381E-5,1,0.999253354069792,40.0298881530762,2.00023983044193,12.8499995917082,0.0403531132720625,0.00756732417109273,0.25,2.78581378825958E-5,0.00399611217439379,4.74063445916255E-5,2.49836277961731,2.49836277961731,1759.70288085938,1817.33642578125,47.4417246032358,18.2544266697358,3.66580700874329,0,0,0,40,2.48511242866516,1,6,1,2.0172119140625,41.5444793701172,,,,,,,,,,,,,,,,
,3991458712.352,2.49965679645538,1853.31903076172,0.00420153367113521,7.59309195123895E-6,1,0.999253354069792,40.0298881530762,2.0002105934796,12.8499995917082,0.0421435527097362,0.00784026679456089,0.25,2.30187958978853E-5,0.00417241900657405,4.34878753953271E-5,2.49807453155518,2.49807453155518,1817.33642578125,1889.30163574219,47.6332235904474,18.2534246396639,3.66682744026184,0,0,0,40,2.48553657531738,1,6,1,2.01812744140625,42.0332374572754,,,,,,,,,,,,,,,,
,3991458713.353,2.50091207027435,1923.43109130859,0.00436499945524233,6.91616766848275E-6,1,0.999253354069792,40.0298881530762,2.00021651225341,12.8499995917082,0.0437955556048057,0.00807845914673983,0.25,1.7232805944241E-5,0.00433480135149515,3.85632732670932E-5,2.50123906135559,2.50123906135559,1889.30163574219,1957.560546875,47.7864227802166,18.2532518630885,3.66686677932739,0,0,0,40,2.48517537117004,1,6,1,2.01644897460938,40.5669593811035,,,,,,,,,,,,,,,,
,3991458714.4065,2.50042748451233,1995.03308105469,0.00446709346484652,2.4428482627034E-5,1,0.999253354069792,40.0298881530762,2.00019760936159,12.8499995917082,0.0447835357075111,0.00846771915920691,0.25,3.75705573307582E-5,0.00443610838267025,5.92823519618413E-5,2.50058507919312,2.50058507919312,1957.560546875,2032.50561523438,47.4088962054281,18.253060092974,3.66671752929687,0,0,0,40,2.48500990867615,1,6,1,2.0166015625,42.0332374572754,,,,,,,,,,,,,,,,
,3991458715.587,2.50051236152649,2075.59313964844,0.00464901368413575,7.61694985695521E-6,1,0.999253354069792,40.0298881530762,2.00010564999749,12.8600001335144,0.0466260632828626,0.00869824157817087,0.25,2.7724938680019E-5,0.00461684317097535,5.04228335667933E-5,2.50051236152649,2.50051236152649,2054.02099609375,2097.16528320313,47.4229655187742,18.2528573488976,3.66683626174927,0,0,0,40,2.48516440391541,1,6,1,2.01934814453125,41.5444793701172,,,,,,,,,,,,,,,,
,3991458716.379,2.50035536289215,2130.23937988281,0.00479269539204572,7.5800340903544E-6,1,0.999253354069792,40.0298881530762,2.00009122591697,12.8499995917082,0.0480647163138447,0.00897913765449391,0.25,2.97708678140681E-5,0.00475953918134291,5.31785706363806E-5,2.50051236152649,2.50051236152649,2097.16528320313,2163.3134765625,47.5417730536973,18.255812812415,3.66639971733093,0,0,0,40,2.48383474349976,1,6,1,2.0147705078125,42.0332374572754,,,,,,,,,,,,,,,,
